variant_id,perturbation_family,perturbation_strength,threshold,condition,alpha,T,kappa,seed,p_viable,certified_path_mass_survival_to_final_segment,multi_step_transport_depth,transport_survival_mean,certified_transport_density,viable_propagation_index,component_A_preservation,component_B_preservation,lower_rank_erasure_score,singleton_fraction,certified_node_fraction,viable_fiber_fraction,macro_path_entropy,macro_node_entropy,breadth_index
noise_000,noise,mild,main,product,0.45,2400,center_of_mass,79.5,0.998855625,0.5088204813935658,0.5806117922902472,0.8335003654032913,0.4351335776613646,0.18693072440272548,1.0,0.7619266587516847,0.11903667062415757,0.4215276162538836,0.6617153248130913,1.0,8.555906887945667,1.7369707907653413,0.643976215324803
noise_000,noise,mild,main,product,0.5,900,center_of_mass,79.5,0.9988225,0.5753218371393509,0.6068484363468518,0.755024278759639,0.4544186277546681,0.2118060643252051,1.0,0.7508792298731329,0.12456038506343352,0.3506410644898569,0.7181617011218574,1.0,7.546606190322197,2.0680696847545956,0.5680113735690664
noise_000,noise,mild,main,product,0.5,1500,center_of_mass,79.5,0.9988225,0.5443971906891725,0.5928431029165653,0.79921671408292,0.39000165013175175,0.20282224223397788,1.0,0.7571325596543426,0.12143372017282865,0.38430154976725267,0.6909199738884078,1.0,8.13046302159921,1.8949472887394354,0.6119565912911301
noise_000,noise,mild,main,product,0.5,2400,center_of_mass,79.5,0.9988225,0.5089010649568387,0.5804938428342661,0.8333338843872579,0.43544506831498603,0.1874335982615854,1.0,0.7618224687051927,0.11908876564740367,0.41985087289043915,0.6641235972612866,1.0,8.557755170404636,1.7381068706339513,0.6441176469834823
noise_000,noise,mild,main,product,0.525,900,center_of_mass,79.5,0.9988531249999999,0.5753773461929883,0.6068898054735583,0.7552804929717263,0.4543803610694438,0.21183559540543467,1.0,0.7507482087280767,0.12462589563596158,0.35071674480374027,0.7189223330145362,1.0,7.544841026455558,2.068406145872633,0.5678766245403553
noise_000,noise,mild,main,product,0.525,1500,center_of_mass,79.5,0.9988531249999999,0.5443017460944061,0.5928139037269149,0.7991262063419636,0.3903249409943836,0.20284106144377004,1.0,0.7563968472026001,0.12180157639869986,0.38351060016521843,0.6898668472349885,1.0,8.132924218875694,1.8959323761631697,0.6121398052202485
noise_000,noise,mild,main,product,0.525,2400,center_of_mass,79.5,0.9988531249999999,0.5090833206042805,0.5805889340521025,0.8333060922842567,0.4349877710361838,0.18672257046488522,1.0,0.7613050034885636,0.11934749825571815,0.4218833633215242,0.6620058899494398,1.0,8.558070530340945,1.7385000617351356,0.644139242059618
noise_000,noise,mild,main,shuffled,0.45,900,center_of_mass,79.5,0.99884625,0.5742413498383543,0.6057973165806062,0.754540641057949,0.4539707412686311,0.21080382054737962,1.0,0.7507514437330641,0.12462427813346785,0.3519783104405664,0.7196133753843782,1.0,7.5456866734390555,2.0685733309334022,0.5679406883325799
noise_000,noise,mild,main,shuffled,0.45,1500,center_of_mass,79.5,0.99884625,0.5436302879306424,0.5918746482502295,0.7990197610776132,0.39095594606642037,0.20296901738951267,1.0,0.7571304755364534,0.12143476223177326,0.3828569504101388,0.6927293320800867,1.0,8.12952983185858,1.8953843931403462,0.6118847771586781
noise_000,noise,mild,main,shuffled,0.45,2400,center_of_mass,79.5,0.99884625,0.5088257829619878,0.5800481556836552,0.8333125940804498,0.43754034194744557,0.1869800859187292,1.0,0.7614672255816992,0.11926638720915035,0.420893735748243,0.6663729463824966,1.0,8.55785072259708,1.7383907017856324,0.6441231826844949
noise_000,noise,mild,main,shuffled,0.5,900,center_of_mass,79.5,0.9988756249999999,0.57555014775992,0.6072041406232729,0.7553102833525052,0.45423265800289514,0.21173481817906786,1.0,0.7506728425313104,0.12466357873434479,0.3511719697766827,0.7203125022301371,1.0,7.541798058596041,2.0680991497381966,0.5676462051676932
