world,T,n_sites,seed,mutual_dependence_between_sites,relation_persistence,component_coupling,network_propagation_depth,relational_nonfactorization,relational_excess,relation_shuffle_delta
W4_distinction_asymmetry,100,16,14,0.3165781597278387,0.0,-0.0074524048096192,0.5005366983967936,0.3165781597278387,9.931190144757,0.0
W4_distinction_asymmetry,100,16,15,0.3167553372276953,0.0,-0.0035750125439036,0.5002348845960863,0.3167553372276953,9.928915561641595,0.0
W4_distinction_asymmetry,100,16,13,0.3171572633371564,0.0,-0.0061434302908725,0.5003961885656971,0.3171572633371564,9.92353199577208,0.0
W5_distinction_relation,50,16,0,0.3186157104072588,0.6035811836115327,0.0938290338897319,0.5034932979261507,0.3186157104072588,9.897236254987826,0.0938290338897319
W5_distinction_relation,50,16,2,0.3185112996954364,0.6036842770475227,0.0956774519716885,0.502208038422649,0.3185112996954364,9.900606142420836,0.0956774519716885
W5_distinction_relation,50,16,1,0.3189960056369961,0.6042081648129424,0.0960566228513649,0.5021075581395349,0.3189960056369961,9.892548018808002,0.0960566228513649
W5_distinction_relation,50,16,3,0.3188811414019377,0.6009330718623481,0.0976720647773279,0.5035026568825911,0.3188811414019377,9.893974225150592,0.0976720647773279
W4_distinction_asymmetry,100,16,16,0.3169142221031479,0.0,0.0031328320802004,0.4997406015037594,0.3169142221031479,9.927294576757768,0.0031328320802004
W4_distinction_asymmetry,100,16,18,0.3165738475070851,0.0,-0.0053803803803803,0.4997825950950951,0.3165738475070851,9.93071942461694,0.0
W4_distinction_asymmetry,100,16,17,0.3175456784832933,0.0,-0.0025740833751883,0.5002530135610247,0.3175456784832933,9.916030483103585,0.0
W4_distinction_asymmetry,100,16,19,0.3169416248716626,0.0,-0.0042627883650952,0.5002165872617853,0.3169416248716626,9.928059857169496,0.0
W5_distinction_relation,50,16,5,0.3181938177099057,0.6015729271991911,0.0807633973710819,0.5027015925176946,0.3181938177099057,9.905663812290276,0.0807633973710819
