variant_id,perturbation_family,perturbation_strength,alpha,T,kappa,Delta_R,Delta_H_weighted_product,Delta_breadth_vs_product,Delta_breadth_vs_shuffled,macro_path_entropy,macro_node_entropy,breadth_index
reference_000,reference,reference,0.45,1500,center_of_mass,0.3383391966665741,0.3402962061365544,0.02642330137660054,0.02628654212826309,7.8213815555295465,2.0216949629795327,0.6076721585676159
reference_000,reference,reference,0.45,1500,joint_basin,4.917003445508375,4.910600806255369,0.38194447411545684,0.3820201788385874,6.025371448253425,1.4434791879825324,0.46813343596969137
reference_000,reference,reference,0.45,2400,boundary_v2_regime_sequence,-3.13942835926785,-3.13664797443852,-0.24399790229249507,-0.24391399890376325,1.2281541967035932,0.47769580784807,0.09541985302274812
reference_000,reference,reference,0.45,2400,center_of_mass,0.7193686024143586,0.7163943119221079,0.05567475067082428,0.05589010750774037,8.494898337668388,1.965860232823998,0.6600001572090625
reference_000,reference,reference,0.45,2400,joint_basin,5.570929540711582,5.5625704695964595,0.43265598439648223,0.4328261141299471,6.562792125552603,1.4639452970206954,0.5098876289288384
reference_000,reference,reference,0.5,900,boundary_v2_regime_sequence,-1.3117061736153264,-1.3115193638435936,-0.1020272786214601,-0.10191424931795479,1.9543585481467065,0.639677903122434,0.15184031473772797
reference_000,reference,reference,0.5,900,center_of_mass,0.12151274538372814,0.12293537043438629,0.00951184299409158,0.009432851374562734,7.135243825475326,2.12599691212916,0.5543596924335413
reference_000,reference,reference,0.5,900,joint_basin,3.85275817861368,3.8455753040532423,0.29908364072111127,0.29933169458362596,5.030048462348288,1.3928270219200107,0.3908004104705553
reference_000,reference,reference,0.5,1500,boundary_v2_regime_sequence,-2.30372642847375,-2.2993098645513355,-0.1788573870138983,-0.17898808538069827,1.5433588869995687,0.5294719080174388,0.11990844652522
reference_000,reference,reference,0.5,1500,center_of_mass,0.35502827574859275,0.3604268208546655,0.02797954829472693,0.027574898434732042,7.840941596703146,2.0378740103119193,0.6091875827477881
reference_000,reference,reference,0.5,1500,joint_basin,5.362634285791701,5.354501907425659,0.416441808122645,0.416638813976889,6.470788303956633,1.5732698538762582,0.5027360449805498
reference_000,reference,reference,0.5,2400,boundary_v2_regime_sequence,-3.1847641548049217,-3.183522201290131,-0.24763117652570182,-0.24743926388138088,1.1744899670867004,0.4726164635315997,0.09124984852432179
reference_000,reference,reference,0.5,2400,center_of_mass,0.7457911990748354,0.748007505652688,0.058121810033411436,0.05793419044903325,8.522805039468587,1.992475841614756,0.6621637225586876
reference_000,reference,reference,0.5,2400,joint_basin,5.691787728024183,5.682526168059558,0.44195492073452575,0.44221193424292865,6.683912574002197,1.5383953645257271,0.5192943598455164
reference_000,reference,reference,0.525,900,boundary_v2_regime_sequence,-1.3606849305708433,-1.3591131043866882,-0.10573905925786187,-0.10571626387816663,1.913642859886964,0.6283793591772417,0.1486776740547064
reference_000,reference,reference,0.525,900,center_of_mass,0.12582890795362545,0.1292342870312675,0.00999109254108288,0.009776397205305654,7.140733166746912,2.1284512004939944,0.5547887703923279
reference_000,reference,reference,0.525,900,joint_basin,4.088989328215138,4.081035096657276,0.31740952981872594,0.31768807148133765,5.264552812705539,1.458652909006593,0.4090217041729988
reference_000,reference,reference,0.525,1500,boundary_v2_regime_sequence,-2.359112706237726,-2.3548889262523085,-0.18319477478708723,-0.18328761965118856,1.498896944628632,0.5212062564439144,0.11645459882063551
reference_000,reference,reference,0.525,1500,center_of_mass,0.3662358068612175,0.3646728064634974,0.02829923592236394,0.02845445657078738,7.849014126375593,2.04478681751658,0.6098176106058057
reference_000,reference,reference,0.525,1500,joint_basin,5.528642618667861,5.517128385487043,0.42910836605546726,0.42953983050391986,6.632055731159173,1.6276363423203795,0.5152678499923462
reference_000,reference,reference,0.525,2400,boundary_v2_regime_sequence,-3.211216416083874,-3.207374141474066,-0.24950483729007733,-0.24949054415978544,1.1580806065712328,0.4711729468155502,0.08997537257589826
reference_000,reference,reference,0.525,2400,center_of_mass,0.7513948121531291,0.7469098388112272,0.058026750934330074,0.05837883708387703,8.527941650390705,2.0042201629454475,0.66256589005007
reference_000,reference,reference,0.525,2400,joint_basin,5.717325871507207,5.706659135588786,0.44385090138560324,0.44419928098071104,6.706066079067493,1.5685999022004173,0.5210179571523076
sink_threshold_000,sink_threshold,mild,0.45,900,boundary_v2_regime_sequence,-1.2214651819000135,-1.2172805625053797,-0.09474105434172006,-0.09490463207996822,2.043987370925762,0.6648553308559544,0.15881044182320683
sink_threshold_000,sink_threshold,mild,0.45,900,center_of_mass,0.10865861661696652,0.11064259815035626,0.008550216614601425,0.00843985348958809,7.12001005357133,2.1157887657205867,0.5531991139783432
