candidate,collapse,early_mean,horizon_coherence_score,late_mean,lure_detected,pair_id,start_name
trap_mixing_adversarial,0.9434022870893995,1.229329384445962,0.5145615020849249,0.2859270973565625,1,12,near_trap
viability_signature,0.8810991941760021,1.1670262915325647,0.5316040765399618,0.2859270973565625,1,12,near_trap
behavioral_quotient_k5,0.3232954362758955,0.4359357384924717,0.7556891474017815,0.11264030221657616,0,12,near_trap
behavioral_quotient_k8,0.9398160308928339,1.0524563331094101,0.5155128033145147,0.11264030221657616,1,12,near_trap
behavioral_quotient_k13,0.986925400702981,1.0995657029195571,0.5032901585767622,0.11264030221657616,1,12,near_trap
behavioral_quotient_k21,0.9264377574095602,1.2123648547661228,0.5190928158222349,0.2859270973565625,1,12,near_trap
predictive_quotient_k5,0.3224674082994219,0.43510771051599806,0.7561623021666092,0.11264030221657616,0,12,near_trap
predictive_quotient_k8,0.4726838084803592,0.5853241106969354,0.6790323857990165,0.11264030221657616,0,12,near_trap
predictive_quotient_k13,1.0495280297862752,1.1621683320028513,0.48791721092210677,0.11264030221657616,1,12,near_trap
predictive_quotient_k21,0.5579397445936337,0.8438668419501962,0.6418733480997596,0.2859270973565625,1,12,near_trap
identity,0.0,2.8514689301296734,1.0,3.865071699081332,0,13,near_trap
all_one,0.0,0.0,1.0,0.0,0,13,near_trap
random_k,0.0,2.682264831247869,1.0,3.7271980200603365,0,13,near_trap
hash_k34_s1206,0.0,2.8514689301296734,1.0,3.865071699081332,0,13,near_trap
best_of_10_hashes_per_world,0.0,1.2994837445905896,1.0,2.0768218536024827,0,13,near_trap
checkerboard,0.0,1.4868054609398293,1.0,2.52098849265247,0,13,near_trap
trap_mixing_adversarial,0.0,2.12724202576644,1.0,3.0824367420174146,0,13,near_trap
viability_signature,0.0,1.6943181922262183,1.0,2.9413397029412955,0,13,near_trap
behavioral_quotient_k5,0.0,1.4094877752099038,1.0,2.0382234277646,0,13,near_trap
behavioral_quotient_k8,0.0,1.8527673662019788,1.0,2.388544546510521,0,13,near_trap
behavioral_quotient_k13,0.0,2.044593557223687,1.0,2.7973465087007594,0,13,near_trap
behavioral_quotient_k21,0.0,2.2997116915288136,1.0,3.130937349566844,0,13,near_trap
predictive_quotient_k5,0.0,1.482712351900736,1.0,2.1560048298732757,0,13,near_trap
predictive_quotient_k8,0.0,1.8664695395828028,1.0,2.7072131382691866,0,13,near_trap
