metric_family,metric_name,probe_key,flow_mode,window,observed_recurrence_rate,control_name,control_quality,control_recurrence_mean,recurrence_excess_vs_this_control,control_match_flag,effect_direction,absolute_effect_size,comparison_count
bottleneck,frontier_bottleneck_index,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.30541271935721603,1568
bottleneck,top_k_flow_concentration,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_above_control,0.13278887110768203,1568
window_stability,window_metric_vector_l2_distance_to_next,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.004530839632234835,1344
transition_matrix,transition_matrix_js_to_next_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.19899722051995003,1344
support_turnover,signature_distribution_js_to_next_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.5,frontier_size_matched_window_control,computed,1,-0.5,1,design_below_control,0.2298697970390898,1344
window_stability,window_metric_vector_l2_distance_to_previous,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.003795779491434646,1344
transition_matrix,transition_matrix_js_to_previous_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.08769537281885316,1344
support_turnover,signature_distribution_js_to_previous_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.04003499020686525,1344
window_stability,window_metric_vector_l2_distance_to_previous,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.003153770629692049,1344
transition_matrix,transition_matrix_js_to_previous_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.08851998151999772,1344
support_turnover,signature_distribution_js_to_previous_window,constraint_violation_count_plus_local_tuple,one_step_local_flow,all_windows,0.0,frontier_size_matched_window_control,computed,0,0.0,1,control_equivalent,0.04003499020686525,1344
growth,frontier_growth_ratio,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,frontier_growth_delta,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,log_frontier_growth_ratio,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,support_turnover_rate,existing_low,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
support_turnover,new_signature_rate,existing_low,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
support_turnover,lost_signature_rate,existing_low,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_entropy,existing_low,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,existing_low,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,existing_low,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,existing_low,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
branch_merge,branching_factor_mean,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,merge_factor_mean,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branch_merge_asymmetry,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,frontier_bottleneck_index,existing_low,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
bottleneck,top_k_flow_concentration,existing_low,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
window_stability,window_metric_vector_l2_distance_to_next,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.007698104835295967,1653
transition_matrix,transition_matrix_js_to_next_window,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0008986984210517281,1653
support_turnover,signature_distribution_js_to_next_window,existing_low,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.003920275211090365,1653
window_stability,window_metric_vector_l2_distance_to_previous,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.012135134555419121,1639
transition_matrix,transition_matrix_js_to_previous_window,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.027294285116995935,1639
support_turnover,signature_distribution_js_to_previous_window,existing_low,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.03670609672211208,1639
growth,frontier_growth_ratio,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,frontier_growth_delta,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,log_frontier_growth_ratio,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,support_turnover_rate,existing_low,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
support_turnover,new_signature_rate,existing_low,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
support_turnover,lost_signature_rate,existing_low,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_entropy,existing_low,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,existing_low,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,existing_low,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,existing_low,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
branch_merge,branching_factor_mean,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,merge_factor_mean,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branch_merge_asymmetry,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,frontier_bottleneck_index,existing_low,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
bottleneck,top_k_flow_concentration,existing_low,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
window_stability,window_metric_vector_l2_distance_to_next,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0063822925110810415,1650
transition_matrix,transition_matrix_js_to_next_window,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0014510228332645144,1650
support_turnover,signature_distribution_js_to_next_window,existing_low,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.012377499632314727,1650
window_stability,window_metric_vector_l2_distance_to_previous,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.013053113230771973,1645
transition_matrix,transition_matrix_js_to_previous_window,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.012261495757892753,1645
support_turnover,signature_distribution_js_to_previous_window,existing_low,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.031956826081866785,1645
growth,frontier_growth_ratio,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,frontier_growth_delta,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,log_frontier_growth_ratio,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,support_turnover_rate,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,new_signature_rate,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,lost_signature_rate,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,transition_matrix_entropy,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,full_state_hash,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branching_factor_mean,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,merge_factor_mean,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branch_merge_asymmetry,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,frontier_bottleneck_index,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,top_k_flow_concentration,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
window_stability,window_metric_vector_l2_distance_to_next,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.005266194061861181,1653
transition_matrix,transition_matrix_js_to_next_window,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0042012260807788165,1653
support_turnover,signature_distribution_js_to_next_window,full_state_hash,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.001673651653254278,1653
window_stability,window_metric_vector_l2_distance_to_previous,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.008902636330594158,1639
transition_matrix,transition_matrix_js_to_previous_window,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.029953353006304542,1639
support_turnover,signature_distribution_js_to_previous_window,full_state_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.042648989918344024,1639
growth,frontier_growth_ratio,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,frontier_growth_delta,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,log_frontier_growth_ratio,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,support_turnover_rate,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,new_signature_rate,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,lost_signature_rate,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,transition_matrix_entropy,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,full_state_hash,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branching_factor_mean,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,merge_factor_mean,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branch_merge_asymmetry,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,frontier_bottleneck_index,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,top_k_flow_concentration,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
window_stability,window_metric_vector_l2_distance_to_next,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.004327396918532587,1650
transition_matrix,transition_matrix_js_to_next_window,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.00546773240191693,1650
support_turnover,signature_distribution_js_to_next_window,full_state_hash,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.007414410096288811,1650
window_stability,window_metric_vector_l2_distance_to_previous,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.011196816705565094,1645
transition_matrix,transition_matrix_js_to_previous_window,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.01709141031174849,1645
support_turnover,signature_distribution_js_to_previous_window,full_state_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.03245893459583751,1645
growth,frontier_growth_ratio,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,frontier_growth_delta,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,log_frontier_growth_ratio,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,support_turnover_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,new_signature_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,lost_signature_rate,constraint_profile_hash,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_entropy,constraint_profile_hash,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,constraint_profile_hash,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,constraint_profile_hash,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
branch_merge,branching_factor_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,merge_factor_mean,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branch_merge_asymmetry,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,frontier_bottleneck_index,constraint_profile_hash,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
bottleneck,top_k_flow_concentration,constraint_profile_hash,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
window_stability,window_metric_vector_l2_distance_to_next,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0076006746209914084,1653
transition_matrix,transition_matrix_js_to_next_window,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.007903834189051148,1653
support_turnover,signature_distribution_js_to_next_window,constraint_profile_hash,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.014372280417641933,1653
window_stability,window_metric_vector_l2_distance_to_previous,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.010116876764909171,1639
transition_matrix,transition_matrix_js_to_previous_window,constraint_profile_hash,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.02224255434371309,1639
support_turnover,signature_distribution_js_to_previous_window,constraint_profile_hash,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.026659252833212684,1639
growth,frontier_growth_ratio,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,frontier_growth_delta,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,log_frontier_growth_ratio,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,support_turnover_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,new_signature_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,lost_signature_rate,constraint_profile_hash,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_entropy,constraint_profile_hash,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,constraint_profile_hash,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,constraint_profile_hash,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
branch_merge,branching_factor_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,merge_factor_mean,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branch_merge_asymmetry,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,frontier_bottleneck_index,constraint_profile_hash,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
bottleneck,top_k_flow_concentration,constraint_profile_hash,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
window_stability,window_metric_vector_l2_distance_to_next,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.005149575680482066,1650
transition_matrix,transition_matrix_js_to_next_window,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.012393171610145824,1650
support_turnover,signature_distribution_js_to_next_window,constraint_profile_hash,one_step_local_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0006739523260305854,1650
window_stability,window_metric_vector_l2_distance_to_previous,constraint_profile_hash,one_step_local_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.010070773527426287,1645
transition_matrix,transition_matrix_js_to_previous_window,constraint_profile_hash,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.014369497316562183,1645
support_turnover,signature_distribution_js_to_previous_window,constraint_profile_hash,one_step_local_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.02500949872145775,1645
growth,frontier_growth_ratio,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,frontier_growth_delta,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
growth,log_frontier_growth_ratio,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
support_turnover,support_turnover_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
support_turnover,new_signature_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
support_turnover,lost_signature_rate,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_entropy,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
transition_matrix,row_entropy_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,transition_matrix_sparsity,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
transition_matrix,off_diagonal_transform_mass,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.25,horizon_order_shuffled_control,computed,0,0.25,0,control_equivalent,0.0,2240
branch_merge,branching_factor_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,merge_factor_mean,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
branch_merge,branch_merge_asymmetry,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.0,2240
bottleneck,frontier_bottleneck_index,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
bottleneck,top_k_flow_concentration,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0,2240
window_stability,window_metric_vector_l2_distance_to_next,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.0,horizon_order_shuffled_control,computed,0,0.0,1,control_equivalent,0.007952876374342041,1653
transition_matrix,transition_matrix_js_to_next_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.008520996550972973,1653
support_turnover,signature_distribution_js_to_next_window,constraint_violation_count_plus_local_tuple,constrained_window_flow,all_windows,0.5,horizon_order_shuffled_control,computed,0,0.5,0,control_equivalent,0.0011307173658783327,1653
